activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,15642231,[],CHEMBL3592671,Inhibition of human recombinant Cav3.2 channel,B,,,BAO_0000190,BAO_0000357,single protein format,CC1Cc2ccccc2N1S(=O)(=O)c1cccc(C(=O)NCC2CCCCC2)c1,,,CHEMBL3588745,ACS Med Chem Lett,2015.0,"{'bei': '12.85', 'le': '0.25', 'lle': '1.16', 'sei': '7.97'}",CHEMBL3589094,,CHEMBL3589094,5.30,0,http://www.openphacts.org/units/Nanomolar,2485497,=,1,1,=,,IC50,nM,,5000.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,uM,UO_0000065,,5.0
,15642232,[],CHEMBL3592671,Inhibition of human recombinant Cav3.2 channel,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cccc(S(=O)(=O)Nc2ccccc2F)c1)N1CCN2CCC[C@@H]2C1,,,CHEMBL3588745,ACS Med Chem Lett,2015.0,"{'bei': '12.33', 'le': '0.24', 'lle': '2.42', 'sei': '7.14'}",CHEMBL3589546,,CHEMBL3589546,4.97,0,http://www.openphacts.org/units/Nanomolar,2486053,=,1,1,=,,IC50,nM,,10600.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,uM,UO_0000065,,10.6
,15642233,[],CHEMBL3592671,Inhibition of human recombinant Cav3.2 channel,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cc(S(=O)(=O)Nc2ccccc2F)c(Cl)cc1Cl)N1CCN2CCC[C@@H]2C1,,,CHEMBL3588745,ACS Med Chem Lett,2015.0,"{'bei': '9.99', 'le': '0.21', 'lle': '0.87', 'sei': '6.77'}",CHEMBL3589554,,CHEMBL3589554,4.72,0,http://www.openphacts.org/units/Nanomolar,2486062,=,1,1,=,,IC50,nM,,19000.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,uM,UO_0000065,,19.0
,15642234,[],CHEMBL3592671,Inhibition of human recombinant Cav3.2 channel,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.O=C(c1cc(S(=O)(=O)Nc2ccccc2F)c(F)cc1Cl)N1CCN2CCC[C@@H]2C1,,,CHEMBL3588745,ACS Med Chem Lett,2015.0,"{'bei': '12.37', 'le': '0.26', 'lle': '2.30', 'sei': '8.09'}",CHEMBL3589557,,CHEMBL3590674,5.64,0,http://www.openphacts.org/units/Nanomolar,2486066,=,1,1,=,,IC50,nM,,2300.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,uM,UO_0000065,,2.3
,15687896,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1nccnc12,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '12.32', 'le': '0.23', 'lle': '1.08', 'sei': '6.77'}",CHEMBL3609821,,CHEMBL3609821,5.68,0,http://www.openphacts.org/units/Nanomolar,2498179,=,1,1,=,,IC50,nM,,2065.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,2065.0
,15687897,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CO[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1ccccc12,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '16.48', 'le': '0.30', 'lle': '1.38', 'sei': '16.16'}",CHEMBL3609820,,CHEMBL3609820,6.65,0,http://www.openphacts.org/units/Nanomolar,2498178,=,1,1,=,,IC50,nM,,224.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,224.0
,15687898,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc2nc(CCCN(C)CC[C@]3(OC(=O)C(C)C)C[C@H]4CCC[C@@H]3c3ccccc34)[nH]c12,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '14.05', 'le': '0.26', 'lle': '0.86', 'sei': '10.49'}",CHEMBL3609819,,CHEMBL3609819,7.08,0,http://www.openphacts.org/units/Nanomolar,2498177,=,1,1,=,,IC50,nM,,84.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,84.0
,15687899,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CCC[C@H]1c1ccccc12,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '14.03', 'le': '0.26', 'lle': '0.44', 'sei': '11.42'}",CHEMBL3608947,,CHEMBL3608947,6.65,0,http://www.openphacts.org/units/Nanomolar,2498176,=,1,1,=,,IC50,nM,,225.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,225.0
,15687900,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C(=O)O[C@@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@H]2CCC[C@@H]1c1ccccc12,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '14.22', 'le': '0.26', 'lle': '0.53', 'sei': '11.57'}",CHEMBL3609818,,CHEMBL3609818,6.74,0,http://www.openphacts.org/units/Nanomolar,2498175,=,1,1,=,,IC50,nM,,184.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,184.0
,15687901,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1ccccc12,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '14.05', 'le': '0.26', 'lle': '0.64', 'sei': '11.09'}",CHEMBL3608945,,CHEMBL3608945,6.46,0,http://www.openphacts.org/units/Nanomolar,2498174,=,1,1,=,,IC50,nM,,350.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,350.0
,15687902,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C(=O)O[C@@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@H]2CC[C@@H]1c1ccccc12,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '13.92', 'le': '0.26', 'lle': '0.58', 'sei': '10.99'}",CHEMBL3609817,,CHEMBL3609817,6.40,0,http://www.openphacts.org/units/Nanomolar,2498173,=,1,1,=,,IC50,nM,,398.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,398.0
,15687903,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CCC[C@H]1c1ccccc12,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '14.07', 'le': '0.26', 'lle': '0.45', 'sei': '11.45'}",CHEMBL3608947,,CHEMBL3608947,6.66,0,http://www.openphacts.org/units/Nanomolar,2497079,=,1,1,=,,IC50,nM,,217.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,217.0
,15687904,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(CCCc1nc2ccccc2[nH]1)CC[C@@]1(OC(=O)C2CC2)C[C@@H]2CC[C@H]1c1ccccc12,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '14.59', 'le': '0.27', 'lle': '1.11', 'sei': '11.47'}",CHEMBL3608946,,CHEMBL3608946,6.68,0,http://www.openphacts.org/units/Nanomolar,2497078,=,1,1,=,,IC50,nM,,210.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,210.0
,15687905,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1ccccc12,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '13.85', 'le': '0.26', 'lle': '0.54', 'sei': '10.93'}",CHEMBL3608945,,CHEMBL3608945,6.37,0,http://www.openphacts.org/units/Nanomolar,2497077,=,1,1,=,,IC50,nM,,432.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,432.0
,15687906,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1ccccc12,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '13.96', 'le': '0.26', 'lle': '1.63', 'sei': '9.55'}",CHEMBL3608944,,CHEMBL3608944,6.44,0,http://www.openphacts.org/units/Nanomolar,2497076,=,1,1,=,,IC50,nM,,361.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,361.0
,15687907,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@H](O)c2cc(F)ccc2[C@@H]1C(C)C,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '13.97', 'le': '0.26', 'lle': '1.35', 'sei': '9.07'}",CHEMBL3608943,,CHEMBL3608943,7.12,0,http://www.openphacts.org/units/Nanomolar,2497075,=,1,1,=,,IC50,nM,,76.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,76.0
,15687908,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H](O)c2cc(F)ccc2[C@@H]1C(C)C,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '13.68', 'le': '0.26', 'lle': '1.20', 'sei': '8.89'}",CHEMBL3608942,,CHEMBL3608942,6.97,0,http://www.openphacts.org/units/Nanomolar,2497074,=,1,1,=,,IC50,nM,,107.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,107.0
,15687909,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@H](OCc2ccccc2)c2cc(F)ccc2[C@@H]1C(C)C,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '11.58', 'le': '0.22', 'lle': '-1.05', 'sei': '10.30'}",CHEMBL3608316,,CHEMBL3608316,6.95,0,http://www.openphacts.org/units/Nanomolar,2497073,=,1,1,=,,IC50,nM,,113.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,113.0
,15687910,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H](OCc2ccccc2)c2cc(F)ccc2[C@@H]1C(C)C,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '11.47', 'le': '0.21', 'lle': '-1.12', 'sei': '10.20'}",CHEMBL3608941,,CHEMBL3608941,6.88,0,http://www.openphacts.org/units/Nanomolar,2497072,=,1,1,=,,IC50,nM,,132.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,132.0
,15687911,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CO[C@H]1C[C@@](CCN(C)CCCc2nc3ccccc3[nH]2)(OC(=O)C(C)C)[C@@H](C(C)C)c2ccc(F)cc21,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '12.41', 'le': '0.23', 'lle': '0.07', 'sei': '9.63'}",CHEMBL3608940,,CHEMBL3608940,6.50,0,http://www.openphacts.org/units/Nanomolar,2497071,=,1,1,=,,IC50,nM,,318.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,318.0
,15687912,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CO[C@@H]1C[C@@](CCN(C)CCCc2nc3ccccc3[nH]2)(OC(=O)C(C)C)[C@@H](C(C)C)c2ccc(F)cc21,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '11.94', 'le': '0.22', 'lle': '-0.18', 'sei': '9.27'}",CHEMBL3609825,,CHEMBL3609825,6.25,0,http://www.openphacts.org/units/Nanomolar,2498184,=,1,1,=,,IC50,nM,,557.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,557.0
,15687913,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCC[C@@H]1C[C@@](CCN(C)CCCc2nc3ccccc3[nH]2)(OC(=O)COC)[C@@H](C(C)C)c2ccc(F)cc21,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '12.17', 'le': '0.23', 'lle': '-0.29', 'sei': '9.95'}",CHEMBL3609824,,CHEMBL3609824,6.71,0,http://www.openphacts.org/units/Nanomolar,2498183,=,1,1,=,,IC50,nM,,193.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,193.0
,15687914,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CC(C)(C)c2cc(F)ccc2[C@@H]1C(C)C,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '12.76', 'le': '0.24', 'lle': '0.67', 'sei': '9.91'}",CHEMBL3609823,,CHEMBL3609823,6.68,0,http://www.openphacts.org/units/Nanomolar,2498182,=,1,1,=,,IC50,nM,,207.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,207.0
,15687915,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '13.83', 'le': '0.26', 'lle': '0.55', 'sei': '11.73'}",CHEMBL3609822,,CHEMBL3609822,6.83,0,http://www.openphacts.org/units/Nanomolar,2498181,=,1,1,=,,IC50,nM,,149.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,149.0
,15687916,[],CHEMBL3611366,Inhibition of recombinant Cav3.2 channel (unknown origin) expressed in HEK293 cells assessed as effect on calcium flux incubated for 3 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,,,CHEMBL3608217,Bioorg Med Chem Lett,2015.0,"{'bei': '13.60', 'le': '0.26', 'lle': '1.47', 'sei': '10.00'}",CHEMBL45816,MIBEFRADIL,CHEMBL45816,6.74,0,http://www.openphacts.org/units/Nanomolar,2498180,=,1,1,=,,IC50,nM,,181.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,181.0
,16670928,[],CHEMBL3855324,Inhibition of recombinant T-type calcium channel Cav3.2 (unknown origin) expressed in HEK293 cells assessed as inhibition of CaCl2-induced calcium influx preincubated for 3 mins prior CaCl2 addition by Fluo-4-AM dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,,,CHEMBL3853331,J Med Chem,2016.0,"{'bei': '16.35', 'le': '0.35', 'lle': '1.20', 'sei': '16.03'}",CHEMBL3901517,,CHEMBL3901517,7.17,0,http://www.openphacts.org/units/Nanomolar,2796899,=,1,1,=,,IC50,nM,,68.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,68.0
,16670929,[],CHEMBL3855324,Inhibition of recombinant T-type calcium channel Cav3.2 (unknown origin) expressed in HEK293 cells assessed as inhibition of CaCl2-induced calcium influx preincubated for 3 mins prior CaCl2 addition by Fluo-4-AM dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(F)cc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,,,CHEMBL3853331,J Med Chem,2016.0,"{'bei': '17.09', 'le': '0.37', 'lle': '1.69', 'sei': '17.44'}",CHEMBL3894794,,CHEMBL3894794,7.80,0,http://www.openphacts.org/units/Nanomolar,2796900,=,1,1,=,,IC50,nM,,16.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,16.0
,16670930,[],CHEMBL3855324,Inhibition of recombinant T-type calcium channel Cav3.2 (unknown origin) expressed in HEK293 cells assessed as inhibition of CaCl2-induced calcium influx preincubated for 3 mins prior CaCl2 addition by Fluo-4-AM dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1cccc(F)c1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,,,CHEMBL3853331,J Med Chem,2016.0,"{'bei': '16.08', 'le': '0.35', 'lle': '1.23', 'sei': '16.41'}",CHEMBL3966141,,CHEMBL3966141,7.34,0,http://www.openphacts.org/units/Nanomolar,2796901,=,1,1,=,,IC50,nM,,46.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,46.0
,16670931,[],CHEMBL3855324,Inhibition of recombinant T-type calcium channel Cav3.2 (unknown origin) expressed in HEK293 cells assessed as inhibition of CaCl2-induced calcium influx preincubated for 3 mins prior CaCl2 addition by Fluo-4-AM dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccccc1F)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,,,CHEMBL3853331,J Med Chem,2016.0,,CHEMBL3905702,,CHEMBL3905702,,0,http://www.openphacts.org/units/Nanomolar,2796902,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,10000.0
,16670932,[],CHEMBL3855324,Inhibition of recombinant T-type calcium channel Cav3.2 (unknown origin) expressed in HEK293 cells assessed as inhibition of CaCl2-induced calcium influx preincubated for 3 mins prior CaCl2 addition by Fluo-4-AM dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)N2N=C(c3ccc(Br)cc3)CC2c2ccc(F)cc2)cc1,,,CHEMBL3853331,J Med Chem,2016.0,"{'bei': '13.56', 'le': '0.29', 'lle': '0.37', 'sei': '11.77'}",CHEMBL3933724,,CHEMBL3933724,6.35,0,http://www.openphacts.org/units/Nanomolar,2796903,=,1,1,=,,IC50,nM,,447.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,447.0
,16670933,[],CHEMBL3855324,Inhibition of recombinant T-type calcium channel Cav3.2 (unknown origin) expressed in HEK293 cells assessed as inhibition of CaCl2-induced calcium influx preincubated for 3 mins prior CaCl2 addition by Fluo-4-AM dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCc1ccc(NC(=O)N2N=C(c3ccc(Br)cc3)CC2c2ccc(F)cc2)cc1,,,CHEMBL3853331,J Med Chem,2016.0,"{'bei': '13.32', 'le': '0.28', 'lle': '-0.32', 'sei': '13.90'}",CHEMBL3914689,,CHEMBL3914689,6.21,0,http://www.openphacts.org/units/Nanomolar,2796904,=,1,1,=,,IC50,nM,,613.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,613.0
,16670934,[],CHEMBL3855324,Inhibition of recombinant T-type calcium channel Cav3.2 (unknown origin) expressed in HEK293 cells assessed as inhibition of CaCl2-induced calcium influx preincubated for 3 mins prior CaCl2 addition by Fluo-4-AM dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC1CCCCC1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,,,CHEMBL3853331,J Med Chem,2016.0,"{'bei': '14.63', 'le': '0.32', 'lle': '0.72', 'sei': '14.54'}",CHEMBL3942685,,CHEMBL3942685,6.50,0,http://www.openphacts.org/units/Nanomolar,2796905,=,1,1,=,,IC50,nM,,316.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,316.0
,16670935,[],CHEMBL3855324,Inhibition of recombinant T-type calcium channel Cav3.2 (unknown origin) expressed in HEK293 cells assessed as inhibition of CaCl2-induced calcium influx preincubated for 3 mins prior CaCl2 addition by Fluo-4-AM dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)NC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,,,CHEMBL3853331,J Med Chem,2016.0,"{'bei': '15.87', 'le': '0.35', 'lle': '1.56', 'sei': '14.36'}",CHEMBL3923714,,CHEMBL3923714,6.42,0,http://www.openphacts.org/units/Nanomolar,2796906,=,1,1,=,,IC50,nM,,382.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,382.0
,16670936,[],CHEMBL3855324,Inhibition of recombinant T-type calcium channel Cav3.2 (unknown origin) expressed in HEK293 cells assessed as inhibition of CaCl2-induced calcium influx preincubated for 3 mins prior CaCl2 addition by Fluo-4-AM dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,,,CHEMBL3853331,J Med Chem,2016.0,"{'bei': '12.45', 'le': '0.27', 'lle': '-0.31', 'sei': '16.13'}",CHEMBL3951427,,CHEMBL3951427,5.27,0,http://www.openphacts.org/units/Nanomolar,2796907,=,1,1,=,,IC50,nM,,5390.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,5390.0
,16670937,[],CHEMBL3855324,Inhibition of recombinant T-type calcium channel Cav3.2 (unknown origin) expressed in HEK293 cells assessed as inhibition of CaCl2-induced calcium influx preincubated for 3 mins prior CaCl2 addition by Fluo-4-AM dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCCc1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,,,CHEMBL3853331,J Med Chem,2016.0,"{'bei': '13.67', 'le': '0.29', 'lle': '0.69', 'sei': '14.27'}",CHEMBL3932660,,CHEMBL3932660,6.38,0,http://www.openphacts.org/units/Nanomolar,2796908,=,1,1,=,,IC50,nM,,420.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,420.0
